src,dst
24785,13582
24785,15739
24785,46190
24785,992
24785,4729
24785,35001
24785,53026
24785,37057
24785,18823
24785,52514
24785,51486
24785,1282
24785,14914
24785,36071
24785,19179
24785,44844
24785,3907
24785,44614
24785,36591
24785,46729
24785,18849
24785,32783
24785,23981
24785,46444
24785,24033
24785,16982
24785,23442
24785,49709
24785,38140
24785,25505
24785,35493
24785,46556
24785,9460
24785,57327
24785,47157
24785,21131
24785,8746
24785,49044
24785,38963
24785,50837
27993,24785
24786,8766
24786,31023
24786,9611
24786,37854
24786,28575
24786,34102
24786,51466
36097,24786
48545,24786
34797,24786
22572,24786
33942,24786
15320,24786
41226,24786
42314,24786
17666,24786
2053,24786
19294,24786
4816,24786
2124,24786
41147,24786
16082,24786
2682,24786
46220,24786
16298,24786
24846,24786
53323,24786
49757,24786
28538,24786
45989,24786
34025,24786
11186,24786
24791,41060
24791,37382
24791,41612
24791,31372
24791,16150
3298,24793
24795,46398
24797,30211
27390,24798
54471,24798
24801,4829
24802,39883
24802,41907
24802,28567
24802,42680
24802,39675
24802,19693
24803,12877
37965,24806
24807,40290
24809,9731
24809,55017
24809,36564
24809,50815
24809,43282
24809,51106
24809,5800
24809,11840
24811,39608
24811,23552
18836,24813
24814,26285
24815,27287
24815,3853
24815,39797
24815,47312
24815,9778
24815,40357
24815,23442
24815,27266
24815,49709
24815,22627
24815,4184
24815,5339
24815,57327
24815,51764
24815,37043
29322,24815
15829,24815
55319,24818
24821,16794
92,24821
13481,24821
33375,24821
24822,43122
24822,1702
24822,13988
24822,22019
24822,46431
24822,38574
24822,6636
24822,49709
24822,24729
24822,11846
24822,55209
24822,48472
24822,51764
53053,24822
46216,24822
30375,24822
8083,24822
32641,24822
56847,24822
29322,24822
1702,24822
24824,13430
24824,25426
24824,28320
22968,24824
39282,24824
20205,24824
56758,24824
40179,24824
15860,24824
22612,24824
32155,24824
33475,24824
8793,24824
39945,24824
22334,24824
33614,24824
22976,24824
14520,24824
1503,24824
6224,24824
52324,24824
32864,24824
48960,24824
5895,24824
28983,24824
4059,24824
33768,24824
10399,24824
24746,24824
21334,24824
30312,24824
56573,24824
21918,24824
31312,24824
7063,24824
12275,24824
27161,24824
22942,24824
39251,24824
56954,24824
19114,24824
39632,24824
26790,24824
7717,24824
53774,24824
47450,24824
54713,24824
23344,24824
34042,24824
37930,24824
43566,24824
33435,24824
11869,24824
51218,24824
11710,24824
9669,24824
26613,24826
24827,43745
24827,34863
24827,40895
24827,48981
54445,24827
42127,24827
47050,24827
55941,24827
24141,24827
46339,24827
34303,24827
22344,24827
48200,24827
51175,24827
28852,24827
34765,24827
28089,24827
50792,24827
37769,24827
3110,24827
11605,24827
55081,24827
3342,24827
14950,24827
14502,24827
29915,24827
47479,24827
14707,24827
34640,24827
45838,24827
39126,24827
32858,24827
30904,24827
10501,24827
13259,24827
47967,24827
16970,24827
47884,24827
53382,24827
56264,24827
41457,24827
34863,24827
36385,24829
43223,24832
44474,24834
42424,24835
24837,12965
24837,20111
24837,52725
24837,35762
24837,50950
24837,10512
24837,30684
24837,40489
24837,2030
24837,7807
24837,14925
24837,55430
24837,16982
24837,6644
24837,40692
24837,34556
24837,49396
24837,24457
24837,42492
24837,37686
24837,3373
24837,8424
24839,52725
24839,22218
24839,24033
24839,38950
24839,16982
24839,11846
24839,57327
8442,24839
28445,24839
22219,24839
5778,24839
9998,24839
24840,22243
24844,44234
24846,56031
24846,22533
24846,39467
24846,24786
24846,16431
24846,37171
24846,38618
24846,42492
24846,9611
24846,37854
24846,28575
24846,56853
42314,24846
47738,24846
6136,24850
24852,40902
24852,53149
10282,24852
17552,24852
47926,24852
8838,24852
3320,24852
11117,24852
24700,24852
25490,24857
24859,7780
24859,37404
24864,3476
24866,4369
24866,57327
24870,8679
24870,44402
24870,54209
24870,46352
47211,24870
55249,24872
29556,24872
46010,24872
42723,24872
19961,24872
40755,24872
10502,24874
24877,11904
51498,24878
1882,24878
24880,54594
24880,24483
24880,35571
24880,2537
24880,47802
24880,23442
24880,49709
24880,57327
24880,45349
25490,24880
33834,24880
24882,21477
24884,9738
37584,24884
24885,19543
24885,23196
19543,24885
50766,24885
51231,24885
24890,18155
24890,6361
24890,9738
24892,3937
9952,24892
21088,24892
56593,24892
18238,24892
18933,24892
44963,24892
53695,24892
544,24892
34825,24892
5182,24892
9841,24892
33092,24892
40196,24892
24893,53310
24893,41826
24893,26943
24893,31084
24893,33605
24893,16311
24893,24343
43970,24893
4623,24896
8778,24896
35716,24896
1261,24896
13210,24896
50638,24896
34825,24896
5182,24896
9841,24896
51363,24896
24897,52725
24897,22218
24897,18741
24897,37832
24897,14169
24897,53490
24897,57327
24897,3373
24902,41834
24902,26303
24902,20804
24902,47418
24902,31244
24902,42282
24902,6797
24902,9641
24902,27119
24902,24932
24902,12864
24902,18960
24902,19359
24902,33843
24902,21223
24902,45745
1089,24903
31014,24903
36627,24903
56498,24904
24909,33931
24909,20815
40098,24909
48836,24909
56847,24909
25098,24909
26388,24909
24910,36369
24910,49709
24910,49738
24910,38160
7330,24912
46371,24913
24919,18464
24923,18004
24923,55663
24923,50514
53335,24923
47986,24923
6671,24923
57097,24923
13799,24923
38438,24923
24926,28398
24926,18326
9112,24927
57146,24929
15320,24929
38254,24929
27367,24929
2913,24929
45004,24929
10802,24929
36624,24929
41667,24929
42682,24930
33968,24930
24931,25462
39199,24931
24902,24932
24933,6079
24933,19901
24933,39330
24933,26767
24933,42409
24933,249
34946,24933
19901,24933
24935,25142
24935,9491
24935,18179
24935,20584
24935,49389
11716,24936
24938,24423
24938,25342
24938,28345
24938,5663
24938,52292
24938,41096
24938,57327
24938,54284
24938,9328
31606,24938
51584,24938
23850,24938
24939,48067
2669,24939
34077,24942
24943,13156
24943,9978
24943,29798
24944,21930
24944,56475
24944,52403
21290,24944
20,24944
2248,24944
41068,24944
33482,24944
3964,24944
52184,24944
3800,24944
3968,24944
43282,24944
24948,34127
19751,24950
31543,24950
23725,24950
24956,57229
24958,55787
1713,24960
37923,24963
26449,24965
35663,24966
24968,19656
27569,24968
16528,24968
22364,24975
57118,24975
24976,11796
45101,24976
12699,24976
24977,17852
24977,5576
24977,15260
24977,24697
24977,49570
24977,38950
24977,15079
24977,49709
24977,45952
24977,55209
24977,31023
24977,28963
34946,24977
17683,24977
24979,53261
24979,15236
24979,30326
24979,10679
24979,36493
24979,38645
24979,36116
24979,5199
24979,19187
24979,53698
24979,40300
24980,20111
24980,49414
24980,540
24980,42006
24980,52725
24980,21347
24980,4047
24980,25639
24980,36912
24980,48595
24980,56065
24980,25771
24980,29109
24980,37832
24980,23981
24980,15440
24980,15020
24980,45598
24980,53490
24980,23660
24980,6660
24980,40538
24980,5402
24980,30373
24982,725
24982,49396
16855,24982
2737,24985
22814,24985
1107,24985
55157,24985
22116,24985
53226,24985
26137,24985
26965,24985
18440,24985
24989,18756
24989,48368
24992,23583
13906,24993
24994,55203
55203,24994
13422,24995
385,24995
24996,20111
24996,17262
24996,48905
24996,38106
24996,23442
24996,9649
24996,27711
24996,57327
24996,22130
24996,51764
24996,26262
21775,24996
37828,24996
16378,24997
55153,24998
632,24998
25000,55210
25002,27459
11115,25002
41624,25009
25014,41627
44574,25015
21376,25015
46468,25015
38562,25015
21592,25015
14072,25015
25018,16502
25018,25425
3807,25020
26247,25020
25021,8766
25021,31023
25021,37854
25021,28575
25021,52645
25024,55418
10291,25024
28084,25024
25025,19056
49736,25026
25028,16942
25028,54050
25028,49709
25028,31794
25031,15741
25031,48856
25031,39889
25031,5966
25031,41687
25031,22811
25031,40577
25031,31023
25031,8595
25031,13019
25039,55085
25039,12864
25039,186
25039,21930
25039,47197
25039,6361
25039,19187
25039,53698
3572,25041
25043,56031
25043,6328
25043,40692
40098,25043
28970,25043
16266,25044
25045,2559
25045,40538
25045,27799
39318,25045
15133,25045
48475,25045
31198,25045
52479,25045
22550,25048
6696,25048
40165,25048
46329,25048
25053,17436
25053,20338
25055,36069
25055,49986
25055,19931
25063,22847
25064,52725
25064,57327
25066,755
16314,25066
8756,25066
43363,25066
3073,25066
25067,57327
25070,38065
25073,35350
25073,5700
25077,57324
35239,25077
15409,25077
20433,25077
11660,25077
7441,25077
7573,25077
55339,25081
25082,1175
9544,25082
25085,53490
25085,15838
25085,49709
25085,3858
2459,25085
50765,25085
28468,25085
39177,25085
25087,27123
25087,55949
46431,25088
25089,28387
25090,27998
25092,39348
25092,26503
22402,25092
39348,25092
5223,25093
25098,38120
25098,30684
25098,22917
25098,53318
25098,49508
25098,24909
25098,28070
25098,43650
25098,45341
25098,30307
25098,29741
25098,36741
25098,23981
25098,28164
25098,28612
25098,12830
25098,31105
25098,13666
25098,17881
25098,54664
25098,2544
25098,15020
25098,48103
25098,28664
25098,51530
25098,15610
25098,21798
25098,787
25098,43773
25098,5030
25098,34025
25098,35677
25098,22358
25098,49396
25098,21788
25098,37208
25098,40538
25098,3757
25098,28154
25098,57327
25098,23263
25098,41902
25098,27799
25098,40577
25098,41405
25098,13363
25098,45259
25098,9009
25098,42492
25098,31023
25098,37854
25098,28575
25098,56853
25098,13019
25098,52112
25098,6589
50067,25098
40098,25098
18095,25098
57330,25098
5068,25098
21088,25098
51547,25098
54960,25098
7269,25098
50765,25098
19203,25098
42314,25098
40051,25098
23883,25098
14945,25098
24702,25098
6024,25098
38120,25098
32490,25098
25099,9026
25099,52292
25099,9328
21365,25099
11862,25099
25102,21619
25103,54563
25103,54731
25103,11840
25103,42077
25103,39467
25103,15411
25103,27962
25103,56527
25103,18249
25103,55713
25103,8572
15411,25103
25105,5034
25105,28938
25105,56847
25105,12360
25105,12501
25105,3012
25105,40317
25105,53580
25105,20111
25105,37357
25105,39015
25105,24033
25105,39018
25105,36502
25106,27333
25106,12443
25109,19188
25109,18694
25109,18691
25109,2462
25118,13525
25118,3943
25118,490
25118,11971
25118,26196
25118,22384
18859,25123
25126,1004
25126,3834
25126,53817
25126,57335
18246,25126
53817,25126
25128,14617
25128,54646
25129,42609
25129,39814
25129,49697
42609,25129
25130,42282
25132,30060
9608,25132
25133,19785
25133,40317
25133,57246
25133,6185
25133,41994
25133,15091
25133,22282
25133,27174
25133,47802
25133,40692
25133,31023
25133,19658
25139,39164
25140,15346
25141,13054
25142,39455
24935,25142
56868,25147
42138,25147
52616,25147
19464,25147
18461,25147
52698,25147
25148,27024
25148,20255
25148,47258
25148,24033
25148,40692
25148,49709
25148,48483
25148,45170
25150,27374
40977,25150
25151,43946
25151,20032
25151,35833
25151,53223
44622,25151
25152,31123
8044,25152
36159,25152
2994,25152
37574,25155
25157,27524
33839,25158
25159,9929
25161,46967
25161,39170
19675,25163
21459,25164
17562,25164
25165,3519
25167,12360
25167,23995
25167,22470
25167,55040
25167,45816
25167,24009
25167,13028
25167,42234
25167,3242
25167,57041
25167,57189
25167,32087
25167,27533
25167,40193
25167,47465
25167,27174
25167,46102
25167,6048
25167,54453
25167,46967
25167,56293
25167,47061
25167,15985
56658,25167
18095,25167
30620,25167
25172,25629
48558,25172
6082,25173
25180,11763
25180,55575
25184,2721
25185,45327
25186,35708
25189,39547
25189,20271
25189,18004
25191,47968
25191,11262
25191,52622
25191,5266
4495,25191
25194,21303
25194,48497
25194,47622
25196,15811
25196,26146
25196,42472
25199,21948
25199,40483
25200,8294
533,25200
25298,25200
39670,25201
25202,33544
25205,38375
25205,2925
25205,42264
39448,25214
25216,27757
25216,20999
25216,10157
25216,10524
4992,25216
25217,11194
25217,25558
25217,52725
25217,27045
25217,2625
25217,37848
25217,15028
25217,10663
25217,38950
25217,10780
25217,53490
25217,16982
25217,16203
25217,49709
25217,57327
24045,25217
25224,38375
25224,30763
25224,47968
25224,462
299,25225
25227,53771
25227,11840
25227,53848
25227,42230
25227,54979
25227,33160
25227,21930
25227,53698
25231,24129
25233,18741
25233,1892
25233,26133
27464,25233
25238,33837
25238,28539
25238,1175
25238,20584
25238,27266
25238,40692
25238,31794
25238,51764
25238,37043
22641,25238
18095,25238
24632,25238
24045,25238
28445,25238
46115,25238
28934,25238
25239,40692
25239,57327
25239,53698
25239,12849
27811,25239
20489,25239
7007,25239
25240,26481
25240,31230
25240,37396
25240,28539
25240,39965
25240,12279
25240,36541
25240,57327
25242,32762
7336,25242
37429,25245
5932,25246
29839,25246
27364,25246
23949,25246
12224,25246
11539,25248
5716,25248
54759,25249
2124,25249
36857,25250
31648,25250
25254,41530
41530,25254
25257,42981
25257,39071
25257,19864
25257,17869
25257,8357
25257,45953
25257,25462
25257,1496
25257,33664
25258,27606
25258,2703
1193,25262
25264,39330
25264,57327
25264,26196
25265,49779
25268,43050
25268,11180
43050,25268
11180,25268
25274,52540
25274,6453
25274,8316
20331,25274
25276,15323
25276,10325
25276,50574
25276,565
25276,45435
25276,42733
25276,6589
51925,25276
22935,25276
41955,25276
1254,25276
52696,25276
8411,25276
22773,25276
32360,25276
32452,25276
47230,25276
47932,25276
39335,25276
39806,25276
25278,1645
23686,25280
25281,21726
25282,39496
25283,14826
25284,55068
25284,57327
20071,25284
22232,25286
25289,829
25289,47076
25289,21930
25289,36574
25291,46077
3201,25294
25295,57423
25295,47656
45058,25296
17678,25296
16769,25296
57128,25296
25298,8294
25298,533
25298,51899
25298,25200
533,25298
22299,25299
53242,25299
25302,47052
40880,25302
47052,25302
25303,16502
25303,57020
25303,40249
47114,25303
52136,25303
13877,25303
17441,25303
17251,25303
10709,25303
52649,25306
3160,25306
16610,25308
25309,54972
26670,25309
28702,25309
4716,25309
25310,43030
25310,44060
13296,25310
25313,50954
25318,54091
21394,25319
25322,8630
25322,51540
25322,538
25322,54878
25322,3344
25322,27061
25324,1274
25327,20887
25327,36282
25327,36108
25327,2749
56534,25327
39553,25327
25329,57062
25329,15238
25329,34721
25329,11828
25329,18561
25329,33230
25329,33239
25329,41040
25329,45007
25329,23573
29886,25329
57062,25329
27976,25329
15238,25329
34721,25329
11828,25329
18561,25329
33230,25329
33239,25329
41040,25329
25330,45794
25330,3582
25330,37925
40755,25330
44861,25331
25333,45937
25333,37593
25333,1592
25333,26196
25333,2162
25333,16771
25333,40300
25339,30278
42847,25339
25342,9328
31606,25342
16468,25342
41134,25342
51584,25342
23850,25342
24938,25342
9653,25343
25344,27429
25344,54484
25344,10820
25346,21978
25347,34655
25348,52923
25348,35522
25348,20832
25348,9023
25349,29207
25349,11927
25349,36502
26192,25349
48403,25349
25351,49970
25351,4907
25351,20916
25351,18741
25351,10209
25351,57327
25351,30041
18044,25353
25354,56040
23537,25356
25359,46697
19497,25359
41873,25359
32809,25360
6138,25360
48597,25360
2893,25360
24639,25360
11728,25360
37783,25360
32349,25360
25365,12490
28929,25365
52719,25368
13283,25368
5377,25368
32181,25368
49808,25368
18883,25368
20244,25369
25371,23234
25371,13971
25371,158
25371,37057
25371,15366
25371,7321
25371,41826
25371,57327
30376,25371
42027,25371
49930,25371
1310,25371
25376,36004
55313,25377
37567,25378
25379,38198
42630,25382
43071,25382
25383,9514
44957,25384
1186,25384
25387,44712
25388,38870
25390,51215
27661,25393
30789,25393
24431,25393
16636,25396
25398,26635
2875,25399
25401,38491
25401,9353
25401,26166
25401,47777
25403,28307
25404,32010
674,25404
4765,25404
34899,25404
31599,25404
25405,23442
25406,2178
25414,13225
25414,16365
9077,25421
55117,25421
25422,4831
25422,43745
25422,23807
25422,18242
24141,25422
37769,25422
490,25422
25423,8661
25423,32903
25423,49709
25423,22587
25423,53601
25424,29239
25424,12813
14566,25424
17568,25424
44116,25424
7293,25425
22517,25425
25018,25425
39399,25425
2495,25426
16183,25426
1419,25426
29617,25426
50124,25426
49960,25426
30316,25426
21079,25426
51250,25426
9081,25426
50881,25426
34249,25426
7791,25426
57369,25426
40227,25426
2381,25426
53021,25426
4399,25426
1172,25426
26732,25426
2340,25426
31658,25426
1437,25426
19689,25426
34374,25426
1843,25426
24563,25426
14046,25426
45088,25426
13327,25426
49663,25426
55771,25426
47450,25426
41372,25426
12621,25426
24346,25426
9086,25426
30208,25426
54713,25426
1815,25426
41792,25426
10954,25426
40789,25426
31637,25426
14706,25426
43436,25426
41772,25426
10939,25426
20889,25426
34882,25426
42421,25426
4936,25426
13096,25426
43549,25426
20314,25426
10409,25426
25786,25426
4197,25426
21139,25426
1583,25426
31102,25426
2258,25426
49523,25426
42484,25426
54352,25426
24824,25426
43919,25426
14913,25426
37834,25426
53472,25426
6590,25426
4818,25427
3477,25427
37520,25427
34343,25427
3473,25427
2587,25427
49999,25427
46788,25427
48903,25427
25429,32186
25429,36081
25430,51764
28384,25430
3059,25430
25435,2922
25435,41694
25435,18004
25435,991
25440,45121
25442,6293
25442,41510
25442,37089
25442,42984
25442,13616
25442,9330
29362,25443
25447,39672
25447,28648
25449,51835
25449,41545
25449,48820
25449,18481
25449,28718
25449,42479
25449,2625
25449,1282
25449,9610
25449,38645
25449,23442
25449,16203
25449,858
25449,7277
25449,49709
25449,57327
25449,40150
32401,25455
32833,25455
25456,41206
13839,25456
25458,31327
25458,51828
25460,43030
21246,25461
27336,25461
25462,2683
47935,25462
57307,25462
25257,25462
19504,25462
10374,25462
28950,25462
39199,25462
23146,25462
7613,25462
14413,25462
51268,25462
1983,25462
21079,25462
5172,25462
15865,25462
871,25462
33689,25462
42035,25462
39071,25462
19864,25462
24931,25462
57101,25462
52583,25462
46453,25462
17250,25462
33448,25462
46677,25462
25464,41665
25466,25528
44640,25466
24629,25466
28015,25466
34296,25466
52702,25468
25469,5550
25469,44756
25469,42457
25471,41701
25471,46967
25471,32878
27994,25471
20000,25471
21799,25471
25472,21849
25472,45471
25472,44553
25475,31990
25478,11463
25478,37481
47159,25478
28852,25478
5152,25478
7971,25478
13495,25478
29199,25479
25484,53601
25484,13233
48137,25486
28737,25487
11866,25488
25489,17772
25489,40983
25489,12280
25489,51858
25490,38698
25490,45220
25490,26152
25490,49547
25490,50436
25490,24880
25490,11194
25490,10522
25490,7122
25490,36287
25490,23883
25490,20111
25490,36801
25490,28718
25490,20451
25490,14129
25490,26034
25490,25829
25490,6575
25490,54594
25490,21735
25490,51486
25490,35571
25490,19179
25490,2537
25490,47802
25490,15838
25490,27711
25490,57327
25490,45259
25490,24857
25491,56190
25491,47157
25491,2456
27464,25491
54629,25491
42682,25493
7748,25493
25494,28417
25494,10755
25494,24033
25494,35710
25495,46806
23986,25496
25497,7592
25499,32092
25501,26262
37942,25501
17262,25501
46325,25501
25502,8502
48659,25503
25505,57327
35832,25505
4009,25505
45215,25505
5034,25505
27993,25505
36720,25505
24785,25505
50214,25505
15739,25505
51221,25505
35001,25505
49736,25505
26326,25505
14914,25505
44614,25505
36591,25505
50011,25505
18849,25505
50172,25505
25506,52709
25509,11906
25510,6587
33057,25513
23280,25513
15572,25513
28493,25513
1422,25513
25514,39812
25514,30170
25514,19001
22100,25514
25515,39096
25515,50541
43333,25515
34435,25515
25516,32200
25519,9335
25520,38140
25520,54502
24523,25520
25524,5515
33015,25525
53208,25526
1888,25526
32999,25526
48827,25526
57319,25528
48617,25528
57190,25528
10740,25528
15693,25528
25466,25528
25529,21881
50542,25530
19173,25531
25535,29377
40950,25536
14556,25536
25538,37408
11066,25541
28660,25541
17699,25541
3522,25541
8841,25541
23186,25541
25543,57327
25544,48180
25544,1035
25544,7323
29635,25544
37029,25544
31354,25544
40530,25544
48487,25544
39230,25549
25550,16274
25550,45754
25551,55209
25551,42246
25551,21131
25551,38963
25553,34350
25553,35010
27607,25553
25555,20111
25555,31230
25558,28718
25558,5465
25558,14129
25558,26034
25558,35571
25558,10663
25558,38950
25558,16982
25558,23442
25558,49709
25558,47157
25217,25558
17610,25560
24463,25564
25568,2148
18844,25568
15284,25568
7853,25568
29635,25569
37029,25569
21654,25569
26201,25569
25570,53698
51553,25571
1923,25572
2303,25572
12311,25572
44887,25576
25577,37199
25581,18274
25581,37009
25581,46156
25581,40755
12409,25582
41873,25588
25589,29360
25589,36502
25589,54089
45197,25589
15857,25589
5034,25589
12544,25589
56847,25589
19131,25589
25590,55129
25590,45283
1208,25591
25595,48238
25595,12882
25596,26765
25596,35915
25598,23928
23928,25598
9468,25599
25600,5800
25600,11840
25600,17045
25600,5266
25600,6527
28937,25600
12743,25601
25604,14457
25604,27756
25604,9713
25604,46335
25604,827
25604,45418
25604,10653
25604,11840
25604,37912
25604,12459
25604,11846
25604,9055
25604,4785
25604,24246
25604,25961
35039,25604
48070,25604
45230,25604
19394,25604
25606,43282
26229,25606
53405,25606
25607,563
25607,33193
25608,49255
25608,17199
10643,25610
32203,25611
30310,25611
25612,22331
25612,15973
50858,25613
25615,50815
25615,11840
25615,57327
25615,53568
20981,25615
22408,25615
45230,25615
16313,25615
16077,25615
30525,25618
25624,52665
25624,43636
25624,41232
25624,49709
25624,44905
33853,25624
39561,25624
15320,25624
37222,25624
42314,25624
27464,25624
25626,44216
25626,20111
25626,52725
25626,4047
25626,52693
25626,34123
25626,35571
25626,47802
25626,49709
25626,57327
43402,25626
959,25626
25627,32709
25628,40874
53404,25628
18540,25629
25172,25629
19523,25630
25632,48575
25634,829
25634,13435
25634,48981
10809,25635
23608,25635
25637,50377
25639,9516
25639,16982
25639,23660
25639,40538
25639,5402
25639,13019
24980,25639
56493,25639
19818,25639
25640,49011
25640,36931
25640,12175
25640,10333
25643,221
25644,9458
25644,15805
25644,36168
15805,25644
2554,25652
40585,25654
18917,25658
42435,25658
6195,25658
49874,25658
18614,25659
3344,25660
26517,25660
25665,57327
2516,25665
28370,25665
25666,16029
25666,12495
25666,36287
25666,8992
25666,20111
25666,51691
25666,52725
25666,11379
25666,5106
25666,23148
25666,4047
25666,52749
25666,30790
25666,37057
25666,26002
25666,20192
25666,11385
25666,57327
25666,7112
8442,25666
25667,20111
25667,49709
25668,4047
25668,3853
25668,37057
25668,22218
25668,28539
25668,37832
25668,26871
25668,15440
25668,38950
25668,53490
25668,8884
25668,57327
25668,3373
10879,25668
48264,25668
42027,25668
35626,25668
39237,25668
2512,25668
16029,25668
52933,25668
630,25668
31282,25668
14231,25668
20572,25668
28445,25668
8411,25668
33333,25668
49382,25668
19801,25668
9690,25668
34360,25668
35170,25668
56147,25668
2838,25668
45118,25668
29811,25668
28862,25668
14945,25668
48568,25668
49284,25668
42006,25668
20489,25668
19383,25668
45752,25668
52725,25668
4047,25668
21948,25668
23567,25670
35527,25670
8627,25670
25671,7554
34708,25671
25674,6024
25674,7602
25674,38961
25674,12418
25674,9610
25674,49784
25674,23110
25674,24107
41921,25674
6845,25674
25677,47494
12422,25677
31589,25677
25678,977
51846,25679
25681,45354
25683,35029
25684,52620
14593,25686
23161,25686
25687,813
47760,25689
47812,25689
25691,18646
25691,28373
25691,49599
25691,30684
25691,12106
25691,28709
25691,21121
25691,12468
25691,3373
25692,43037
25692,19931
41077,25693
25694,32405
25694,19827
25694,4253
25694,14410
25694,34299
25694,48854
25694,48981
34299,25694
25695,38108
25696,11775
25700,41405
32085,25700
8442,25700
30584,25700
16386,25700
19788,25700
44103,25700
10439,25700
18329,25700
43841,25700
28091,25702
25707,1501
24141,25707
27308,25711
13059,25711
40165,25711
52273,25711
25722,51764
9294,25722
21088,25722
41069,25722
23883,25722
21329,25722
6024,25722
25723,3842
49274,25723
25724,672
25724,19257
23577,25724
12576,25724
28748,25724
16039,25724
50476,25728
25729,53068
25731,11840
25731,45989
25731,26187
25731,17601
25731,46735
27876,25731
9731,25731
18477,25731
40060,25731
50824,25731
18409,25731
38409,25731
28266,25731
8552,25731
25737,53195
25737,50165
25737,15301
25737,20975
53195,25737
15301,25737
25738,46571
19990,25738
42691,25738
18584,25738
25741,29389
38414,25743
55153,25746
31690,25746
25748,35485
10568,25748
11483,25749
10092,25749
1846,25750
27724,25750
25753,13545
25754,39659
25754,3000
32330,25755
25756,24742
53890,25756
25757,44365
25761,45186
25761,20549
25761,51792
4164,25761
25762,15283
25765,37788
25765,49570
25765,4197
25765,33412
25765,47671
25765,22384
25766,45617
56423,25766
44856,25766
25767,35784
15935,25768
19891,25769
25770,28996
25770,46754
10184,25770
25771,50772
25771,35677
25771,57327
25771,3373
24980,25771
390,25771
19801,25771
34360,25771
39525,25771
19383,25771
36625,25771
25772,13341
2519,25772
13341,25772
25773,54352
25773,29159
25773,2559
25773,49709
25773,5850
25773,41405
25773,42733
36768,25773
24045,25773
42136,25773
44082,25773
31198,25773
1123,25773
6641,25773
24357,25775
25779,3393
25782,11840
25782,19697
25782,9472
38369,25782
7193,25782
13222,25782
16006,25782
39945,25782
43557,25782
38995,25782
46896,25782
2021,25782
759,25782
1172,25782
8405,25782
41584,25782
2505,25782
33850,25782
45134,25782
19300,25782
6657,25782
29812,25782
2159,25782
22050,25782
34486,25782
16807,25782
7997,25782
40288,25782
36430,25782
10939,25782
35788,25782
53833,25782
5105,25782
31152,25782
50208,25782
45173,25783
25784,15133
25784,5679
25784,56200
25784,10628
25784,50761
25786,20351
25786,48724
25786,49709
25786,186
25786,14372
25786,21310
25786,53698
25786,25426
35067,25786
25787,28175
27599,25787
25791,20248
25791,22470
25791,43635
25791,7602
20248,25791
53548,25793
31730,25793
55433,25793
18997,25795
13702,25795
4666,25795
37600,25795
54091,25795
10406,25795
23681,25798
20618,25798
25801,25961
25802,9298
25802,1495
25802,31986
8585,25802
23619,25802
24326,25802
20260,25802
27054,25802
23192,25802
36564,25802
34008,25802
15301,25802
25804,30019
25804,23457
25804,34721
25804,20823
56758,25810
31529,25810
49125,25810
6222,25810
1503,25810
15363,25810
42883,25810
10005,25810
30312,25810
7063,25810
17057,25810
792,25810
44894,25810
25811,32685
25811,12813
25812,4359
25814,5267
25815,46610
27464,25815
10404,25815
25817,14198
25817,14349
8442,25817
12488,25817
45757,25817
3888,25817
15133,25817
36983,25817
37793,25817
3533,25817
7001,25817
50595,25817
31797,25817
37548,25817
5197,25817
14673,25817
54937,25817
19112,25817
13516,25817
53466,25817
15506,25817
42279,25817
25818,49400
25818,3968
25818,57327
25818,36502
28075,25818
41865,25819
11440,25819
2164,25819
45094,25819
25820,37138
25820,34827
25820,57347
25820,12748
22637,25820
4697,25820
48003,25820
37138,25820
41077,25822
21433,25823
41791,25823
25824,32098
25824,22470
25824,20111
25824,5950
25824,38738
25824,3858
18095,25824
25825,35519
25828,19187
25828,53698
25829,57437
25829,30684
25829,35571
25829,49709
25829,57327
25490,25829
8286,25829
4992,25829
17738,25829
33705,25829
15754,25829
52252,25829
52051,25829
47714,25829
10395,25829
36899,25829
15133,25829
37428,25829
46221,25829
23883,25829
57246,25829
28797,25829
6024,25829
5106,25829
25830,7013
49125,25833
26887,25833
41068,25833
33482,25833
11066,25833
14657,25833
21712,25833
39835,25836
45672,25836
43415,25836
55767,25836
1793,25836
13821,25836
849,25836
11849,25836
39464,25837
35670,25837
34497,25837
6846,25837
25838,12430
25838,3347
25838,11025
25839,40692
25839,131
25839,35520
1682,25839
13421,25839
25840,57327
25840,22587
25840,30373
55916,25840
37832,25840
25843,34972
24530,25843
261,25843
25849,10226
46279,25849
25850,39141
40645,25850
4987,25852
25856,34104
40224,25857
42886,25858
25860,33563
19892,25860
27870,25860
36540,25860
47119,25860
45215,25860
22609,25860
6017,25860
20693,25860
45429,25860
36385,25860
40206,25860
24601,25860
27224,25860
53323,25860
32967,25860
53744,25860
42137,25860
53293,25860
17627,25860
15445,25860
17551,25860
39952,25860
10430,25860
28612,25860
44214,25860
48103,25860
35677,25860
19214,25860
25863,28257
13906,25864
25865,1006
13538,25866
14183,25866
34618,25866
25867,27364
25867,22331
48693,25868
38161,25868
2703,25868
39645,25868
25872,22246
22246,25872
25873,44589
25873,22903
25874,45998
25876,28748
5716,25882
25887,45808
25887,13058
25887,35985
42314,25887
55899,25887
18047,25887
17354,25887
25888,42221
25888,42199
25888,13122
25888,26211
25889,23389
25889,4703
23389,25889
1439,25891
